Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
165617,75386136,G,14.5274,6.51727,-6.20374,11.405,8.99785,1.05849,-0.760757,1,G,17.162,7.98902,-6.62707,13.6668,10.3799,1.08857,-0.692485,-1,0.751402
165617,74786872,G,11.7861,4.862480000000001,7.40458,-7.773680000000001,8.858419999999999,-0.792084,0.9897360000000001,-1,G,14.6262,5.48936,8.81908,-10.296,10.3879,-0.875099,1.01404,1,0.856766
165617,75348467,G,14.0314,-2.0506599999999997,12.6073,5.80687,12.773,0.440259,1.7320400000000002,1,G,6.49434,-0.800906,6.012230000000001,2.31881,6.06534,0.373556,1.70323,-1,0.6787810000000001
165617,76952540,G,15.4434,-13.2893,1.98813,-7.6111699999999995,13.4372,-0.539824,2.99309,-1,G,11.2561,-9.40178,1.41475,-6.02451,9.50763,-0.5974649999999999,2.9922400000000002,1,0.6858989999999999
165617,79977239,G,11.5577,-5.9448,-9.23188,-3.6057099999999997,10.9804,-0.322746,-2.1429,-1,G,5.85703,-2.5413900000000003,-4.93692,-1.8605900000000002,5.33148,-0.32906199999999997,-2.04495,1,0.788844
165617,80458251,G,9.33071,3.7585800000000003,-8.4893,0.925106,9.284139999999999,0.0994796,-1.15399,1,G,9.4245,3.1509,-8.84543,0.800148,9.38988,0.085111,-1.22859,-1,0.739981
165617,80819270,G,12.8056,6.513780000000001,-3.7390800000000004,-10.3712,7.510660000000001,-1.12681,-0.521101,-1,G,15.0892,7.54351,-3.54961,-12.5765,8.33692,-1.19949,-0.439812,1,0.8884790000000001
165617,83417394,G,6.2512300000000005,1.5085600000000001,-4.84524,-3.6489199999999995,5.07466,-0.6682020000000001,-1.26896,1,G,6.5800399999999994,1.65221,-4.67572,-4.32362,4.95904,-0.787808,-1.2311299999999998,-1,0.664172
165617,83831164,G,11.4015,-9.049610000000001,-1.9795099999999999,-6.645969999999999,9.26357,-0.666888,-2.92624,1,G,9.89868,-8.00837,-2.15329,-5.4038900000000005,8.292810000000001,-0.612595,-2.87893,-1,0.665856
165617,84606229,G,9.03859,7.34692,1.7542200000000001,-4.96289,7.55345,-0.617115,0.234381,1,G,22.8027,18.953,3.47601,-12.1922,19.2692,-0.596689,0.181386,-1,0.724102
165617,85473349,G,13.9919,-3.73089,12.3012,-5.5246699999999995,12.8545,-0.41754399999999997,1.86527,1,G,20.0563,-4.78195,17.5521,-8.44394,18.1919,-0.448929,1.8367799999999999,-1,0.682826
165617,86698221,G,11.017999999999999,-2.46276,9.903830000000001,4.15132,10.2054,0.396318,1.8145200000000001,1,G,17.3807,-4.083559999999999,15.1891,7.39545,15.7285,0.454396,1.83343,-1,0.80375
165617,92143700,G,22.6811,3.1331599999999997,-9.96711,-20.1311,10.448,-1.41041,-1.26623,1,G,18.6178,2.39013,-8.705810000000001,-16.2822,9.02795,-1.35215,-1.30285,-1,0.701321
165617,91305761,G,7.32131,-1.28834,4.01382,-5.98496,4.21552,-1.14941,1.8813799999999998,1,G,32.8894,-7.0696699999999995,18.3217,-26.3825,19.6384,-1.10465,1.9390599999999998,-1,0.718414
165617,91403905,G,4.5889,-1.46509,-4.30835,0.581832,4.5506400000000005,0.12751099999999999,-1.8985900000000002,1,G,5.48775,-1.19013,-5.34622,0.325294,5.46135,0.059341599999999994,-1.7899,-1,0.674772
165617,93004710,G,15.668,12.6531,5.06465,-7.72796,13.6291,-0.540339,0.380738,-1,G,13.1483,10.6996,4.7377199999999995,-5.9949699999999995,11.7016,-0.492205,0.416846,1,0.788975
165617,93602539,G,9.9756,9.75272,-2.09337,-0.06045840000000001,9.974860000000001,-0.00606104,-0.21143699999999999,1,G,8.16804,8.06395,-1.15931,-0.578237,8.14686,-0.0709172,-0.142787,-1,0.877425
165617,94947558,G,14.1559,0.798628,-11.0429,-8.820219999999999,11.0717,-0.7300449999999999,-1.4986,-1,G,13.1638,0.701522,-10.6862,-7.654260000000001,10.5943,-0.6646529999999999,-1.50508,1,0.745959
165617,95131125,G,3.32378,-0.66141,-0.7969689999999999,3.15654,1.02855,1.8336599999999998,-2.26454,-1,T,5.34541,-0.197777,-1.40457,5.1527,1.4184299999999999,2.00155,-1.71069,1,0.72558
165617,95305228,G,21.2374,-16.3678,12.8095,-4.36219,20.7843,-0.20836799999999997,2.47755,1,G,10.9083,-8.0546,7.00472,-2.24447,10.6744,-0.208747,2.4258,-1,0.80245
165617,96080665,G,16.9475,11.5821,3.7420400000000003,-11.7923,12.1716,-0.859167,0.312502,1,G,14.059000000000001,9.76441,2.36053,-9.835,10.0457,-0.8664649999999999,0.237197,-1,0.862909
165617,95982381,G,10.4668,6.74078,-5.64532,5.67751,8.79248,0.607634,-0.697185,1,G,17.3988,10.7123,-9.01487,10.3289,14.0008,0.683312,-0.6995640000000001,-1,0.868124
165617,97570971,G,10.3654,-0.9308139999999999,-8.95728,5.13136,9.005510000000001,0.542759,-1.6743400000000002,1,G,7.48349,-0.21818099999999999,-6.6997800000000005,3.3251699999999995,6.70333,0.477674,-1.60335,-1,0.778311
165617,99948713,G,5.22299,-3.13429,-3.6965199999999996,1.9443400000000002,4.84644,0.391138,-2.27407,-1,G,4.60909,-2.46793,-3.10928,2.3397200000000002,3.96967,0.559713,-2.2417,1,0.78294
165617,102116540,G,6.5066,1.21262,0.98216,-6.3158199999999995,1.56047,-2.1061400000000003,0.680779,1,T,10.24,2.24675,0.511358,-9.97679,2.30421,-2.17175,0.22378699999999999,-1,0.8946620000000001
165617,104059898,G,28.7801,15.931,-6.507219999999999,23.0682,17.2087,1.1029,-0.387781,1,G,25.2635,14.1328,-6.2365900000000005,19.99,15.4477,1.07481,-0.41558199999999995,-1,0.678264
165617,106056008,G,56.4808,-10.8909,-22.9031,-50.4669,25.3606,-1.4391399999999999,-2.01467,1,G,23.5255,-4.36373,-9.95155,-20.8653,10.8663,-1.40736,-1.9840400000000002,-1,0.7684449999999999
165617,106272636,G,7.22403,-6.2033,2.14605,3.01478,6.564030000000001,0.44450600000000007,2.8085299999999997,-1,G,9.62918,-8.51184,2.0283,4.01803,8.750169999999999,0.44442,2.90766,1,0.780771
165617,106914732,G,25.504,-10.3084,-1.87055,-23.2526,10.4768,-1.53768,-2.9620900000000003,-1,T,44.4091,-18.3039,-4.1834,-40.2445,18.7759,-1.50599,-2.9169,1,0.8045180000000001
165617,109813114,G,25.9793,-20.7247,-11.3887,-10.7562,23.6478,-0.44046899999999994,-2.63911,1,G,11.9932,-9.25072,-5.55053,-5.23844,10.7881,-0.468271,-2.60117,-1,0.7850050000000001
165617,110254051,G,13.2224,-1.69518,8.31605,-10.1385,8.48707,-1.0125,1.7718900000000002,-1,G,14.3966,-1.56231,8.44143,-11.5565,8.58478,-1.10628,1.7538,1,0.842514
165617,109681844,G,49.8905,-48.2696,-8.07596,9.689010000000001,48.9405,0.196704,-2.97582,1,G,8.4923,-8.21039,-1.60945,1.45161,8.36665,0.17264000000000002,-2.94802,-1,0.802074
165617,110707618,G,11.3552,-5.10386,7.758360000000001,6.533519999999999,9.28663,0.655564,2.15267,1,G,8.588389999999999,-3.6023699999999996,6.37961,4.48025,7.32643,0.578677,2.0848299999999997,-1,0.872324
165617,110252239,G,28.7315,-6.24183,11.446,25.6031,13.0373,1.42734,2.07004,1,G,18.1542,-3.5429199999999996,7.55275,16.1235,8.34244,1.41313,2.00941,-1,0.684647
165617,111863218,G,5.75269,4.6287400000000005,3.34367,0.6906220000000001,5.71011,0.120654,0.625583,-1,G,4.52084,3.16476,3.1151299999999997,0.840852,4.44069,0.18823800000000002,0.7774949999999999,1,0.8632559999999999
165617,113410429,G,15.5841,-4.0826,15.0034,1.04131,15.5489,0.06691989999999999,1.83648,1,G,17.0884,-4.6875599999999995,16.4243,0.520357,17.0802,0.030460900000000003,1.8488099999999998,-1,0.661967
165617,112502654,G,55.7523,21.3002,-8.83377,-50.76,23.0594,-1.53019,-0.393137,1,G,26.299,10.3012,-4.53025,-23.7695,10.8493,-1.49263,-0.41457299999999997,-1,0.729395
165617,112934190,G,5.7820599999999995,-0.08911530000000001,3.37754,-4.69099,3.37871,-1.1312200000000001,1.59717,1,G,5.34932,0.492492,3.3980099999999998,-4.100619999999999,3.43351,-1.01232,1.42686,-1,0.7379760000000001
165617,113410755,G,17.0366,2.95306,-12.673,10.9959,13.0125,0.767444,-1.34186,1,G,11.8028,2.22004,-9.14056,7.12865,9.4063,0.6994229999999999,-1.33253,-1,0.789539
165617,114079337,G,14.4417,2.19354,7.69406,12.0225,8.000630000000001,1.19625,1.2930700000000002,-1,G,30.0427,5.52304,16.4213,24.5435,17.3253,1.14761,1.24635,1,0.8255030000000001
165617,114195285,G,16.2735,6.79407,3.7472300000000005,14.3043,7.758939999999999,1.37142,0.5040279999999999,1,G,26.3538,11.4427,6.919689999999999,22.7088,13.3723,1.2999100000000001,0.543887,-1,0.861917
165617,114929705,G,42.1207,-22.5622,-4.56546,-35.2738,23.0195,-1.2125700000000001,-2.94194,1,G,18.8183,-9.6601,-2.22689,-15.9951,9.91345,-1.2561,-2.91503,-1,0.806238
165617,116051162,G,15.5172,-7.71196,-12.5365,-4.9126,13.5504,-0.327581,-2.1213,1,G,13.1728,-6.81463,-10.2611,-4.6671,12.3179,-0.370363,-2.15703,-1,0.769009
165617,119536927,G,29.0244,-2.1308,-10.2045,27.0875,10.4246,1.68318,-1.77665,-1,G,44.0739,-3.62805,-16.3565,40.7651,16.7541,1.62211,-1.7890700000000002,1,0.851499
165617,119201584,G,18.5299,7.26485,-5.89086,-15.9958,9.35309,-1.30599,-0.681334,-1,G,48.7458,18.4101,-14.6838,-42.6801,23.5488,-1.35645,-0.673273,1,0.794538
165617,118340466,G,17.4729,3.24765,7.47695,-15.4544,8.151810000000001,-1.39605,1.16103,-1,G,19.5676,2.9111,7.922960000000001,-17.653,8.44084,-1.48377,1.21868,1,0.8962549999999999
165617,120944727,G,18.5401,-3.74888,13.5277,-12.1108,14.0375,-0.780917,1.8411400000000002,1,G,17.9745,-3.1423200000000002,13.6404,-11.2755,13.9976,-0.73698,1.79722,-1,0.8961450000000001
165617,120207642,G,16.355,-4.04047,-8.21523,-13.5521,9.15507,-1.1837799999999998,-2.02788,1,G,34.2641,-9.37983,-17.6659,-27.82,20.0016,-1.13267,-2.0589,-1,0.839924
165617,121071210,G,14.6608,12.753,3.10344,6.53116,13.1252,0.47906800000000005,0.238709,1,G,11.1915,9.84705,2.8500099999999997,4.48907,10.2512,0.424997,0.281729,-1,0.829408
165617,121460451,G,15.3197,7.209410000000001,7.88965,-10.9754,10.6875,-0.9002969999999999,0.83042,1,G,19.4396,9.244639999999999,10.689,-13.347999999999999,14.1322,-0.8415889999999999,0.8577299999999999,-1,0.8238059999999999
165617,123719058,G,27.8071,14.2174,11.3233,-21.0445,18.1756,-0.988706,0.672567,1,G,9.75057,4.5619,3.9519900000000003,-7.65724,6.09125,-1.05934,0.7139949999999999,-1,0.8892180000000001
165617,125613791,G,8.16255,4.96291,-1.02847,-6.39749,5.06836,-1.05522,-0.20433900000000002,1,T,9.84446,5.64004,-0.562866,-8.04832,5.66805,-1.14952,-0.0994688,-1,0.785088
165617,126271639,G,10.5112,-9.01337,-4.7413099999999995,-2.5987400000000003,10.1843,-0.252479,-2.65734,1,G,9.922239999999999,-8.662239999999999,-4.51539,-1.7368299999999999,9.76848,-0.176876,-2.66107,-1,0.784222
165617,126610756,G,9.73351,8.17215,0.697967,-5.240130000000001,8.2019,-0.601887,0.08520130000000001,-1,G,4.01281,3.5580000000000003,-0.06807339999999999,-1.85136,3.55865,-0.499245,-0.019130200000000003,1,0.824142
165617,129006717,G,40.6707,-9.989930000000001,-6.58373,-38.8709,11.9643,-1.89435,-2.5588900000000003,1,T,14.0674,-3.7961199999999997,-2.3762,-13.3351,4.47849,-1.8113299999999999,-2.5823099999999997,-1,0.6762779999999999
165617,128835358,G,11.3772,1.30189,-9.36258,6.33058,9.45266,0.627679,-1.4326299999999998,1,G,74.719,8.090119999999999,-60.53,43.0533,61.0682,0.6567609999999999,-1.43793,-1,0.7757689999999999
165617,130180756,G,20.6428,11.1295,1.6613,17.3057,11.2528,1.21561,0.148176,1,T,5.55984,3.07082,0.8556159999999999,4.55397,3.18779,1.15447,0.27173600000000003,-1,0.8647819999999999
165617,129435486,G,19.1042,16.1525,5.1411,8.81045,14.6963,0.49878999999999996,0.306735,-1,G,10.7848,9.00741,3.4456599999999997,4.82637,9.64397,0.48161800000000005,0.365361,1,0.79483
165617,129703476,G,77.234,-63.5872,41.0967,-15.2584,75.7117,-0.200192,2.56782,-1,G,47.0638,-38.4,25.4923,-9.51706,46.0914,-0.20504299999999998,2.55554,1,0.810062
165617,131552842,G,16.3383,12.5445,6.72399,8.02195,14.232999999999999,0.537378,0.49203800000000003,-1,G,10.3513,7.886369999999999,3.8035,5.52061,8.75565,0.594819,0.449378,1,0.8276870000000001
165617,130652285,G,18.0056,2.76055,8.67711,-15.5332,9.10565,-1.3038,1.26278,-1,G,28.8096,4.54082,14.6589,-24.3819,15.3461,-1.2430299999999999,1.2704,1,0.7559020000000001
165617,136328062,G,8.55707,-0.296385,-8.43245,-1.42064,8.437660000000001,-0.16758399999999998,-1.6059299999999999,-1,G,31.6014,-2.36547,-31.0055,-5.630240000000001,31.0956,-0.180087,-1.64694,1,0.740821
165617,135231997,G,12.720999999999998,8.834060000000001,5.575019999999999,-7.258830000000001,10.4461,-0.648469,0.5629609999999999,1,G,26.186,18.9697,10.8442,-14.431,21.884,-0.619853,0.5192939999999999,-1,0.819118
165617,135860709,G,11.0104,1.70409,6.60893,-8.63927,6.825089999999999,-1.0574299999999999,1.31845,-1,G,11.7162,1.17903,7.02117,-9.30441,7.11948,-1.08265,1.40442,1,0.659212
165617,135856176,G,9.269,8.27178,3.46601,-2.3383,8.968580000000001,-0.257855,0.396791,-1,G,21.4468,19.4276,7.88822,-4.505319999999999,20.968000000000004,-0.213247,0.385696,1,0.671113
165617,135678025,G,15.2993,-0.11651800000000001,8.3687,12.8066,8.36951,1.21137,1.5847200000000001,-1,G,25.3321,0.5003989999999999,13.474,21.4454,13.4833,1.24395,1.53368,1,0.679181
165617,135127379,G,25.7527,-1.35365,-21.828000000000003,13.5977,21.8699,0.58739,-1.63273,1,G,18.8685,-1.1139299999999999,-16.3332,9.38061,16.3711,0.545533,-1.6388900000000002,-1,0.8286709999999999
165617,139552604,G,16.4999,-7.98833,-4.70292,-13.6493,9.26989,-1.1793799999999999,-2.6095099999999998,1,G,56.7143,-27.9438,-14.7636,-47.0922,22.2154,-1.18937,-2.65798,-1,0.8444360000000001
165617,142165496,G,12.3932,5.6445099999999995,7.74078,7.861269999999999,9.5802,0.748654,0.9407469999999999,1,G,9.06245,4.34394,5.98695,5.2348300000000005,7.39685,0.658972,0.943116,-1,0.785161
165617,141653181,G,18.4307,-2.54029,10.8854,14.6538,11.1778,1.08512,1.8000599999999998,1,G,8.79725,-1.25783,5.55788,6.70137,5.69843,1.00052,1.7933599999999998,-1,0.71421
165617,140987558,G,10.8472,-3.72295,-0.219827,10.1854,3.7294300000000002,1.7297900000000002,-3.08261,-1,T,12.4554,-4.87545,-0.839881,11.4302,4.94727,1.5744200000000002,-2.971,1,0.848982
165617,141461282,G,7.572260000000001,4.46634,6.0875,-0.567496,7.55023,-0.07509210000000001,0.937815,1,G,7.41125,4.331519999999999,6.01235,0.0705953,7.41016,0.00952668,0.946486,-1,0.670608
165617,136896142,G,14.8457,-6.136369999999999,-13.3274,-2.26008,14.6722,-0.153435,-2.0022900000000003,1,G,16.0537,-6.254230000000001,-14.6505,-1.9891900000000002,15.7873,-0.124618,-1.97435,-1,0.650558
165617,137004235,G,13.5996,-1.5277399999999999,7.517010000000001,11.2294,7.67069,1.17459,1.7713,1,G,15.148,-0.906523,8.25606,12.6675,8.30568,1.20864,1.6801599999999999,-1,0.8046979999999999
165617,139363926,G,40.897,-11.168,-17.3638,35.3034,20.6452,1.30588,-2.14236,1,G,19.2118,-4.97243,-8.64352,16.4209,9.97173,1.2735,-2.0928400000000003,-1,0.878616
165617,148872702,G,8.20621,6.14771,1.53904,-5.21226,6.33743,-0.750109,0.24530300000000002,-1,G,6.01433,4.8721,1.34103,-3.25964,5.05328,-0.607073,0.268595,1,0.848193
165617,150088782,G,6.39927,3.08924,-3.00581,4.72877,4.31025,0.948393,-0.771709,1,G,8.04012,4.58611,-3.52512,5.58333,5.7843599999999995,0.856584,-0.655331,-1,0.769957
165617,151377812,G,5.68878,2.44045,3.9353300000000004,-3.3027900000000003,4.6306199999999995,-0.663488,1.0157,-1,G,5.6012,2.3980900000000003,4.32848,-2.62216,4.94839,-0.507795,1.06487,1,0.810315
165617,150649862,G,16.3028,-7.64088,10.234,-10.1317,12.7718,-0.727421,2.2121299999999997,1,G,26.3276,-12.8142,16.8203,-15.6845,21.1454,-0.686531,2.22182,-1,0.72406
165617,154290142,G,10.3739,-1.5374700000000001,-7.68958,6.79068,7.84178,0.783351,-1.76814,1,G,9.673210000000001,-1.50432,-7.55806,5.84574,7.70631,0.699986,-1.7672599999999998,-1,0.681898
165617,176239352,G,18.0465,-17.7393,-1.4318600000000001,2.98893,17.797,0.167167,-3.06105,1,G,11.3246,-11.125,-0.42540100000000003,2.07115,11.1331,0.184978,-3.10337,-1,0.6817840000000001
165617,175794009,G,12.3158,4.3136,-6.934660000000001,-9.21798,8.1668,-0.9695239999999999,-1.01433,-1,G,6.2043,1.7694400000000001,-3.38145,-4.89051,3.81642,-1.06708,-1.0887,1,0.7206130000000001
